Job_Title,Company_Name,URL,Location,Experience,Salary,Skills_Required,Matched_Keywords
"Sr. Project Construction Manager , AWS Data Center Capacity Delivery (DCCD)",Amazon,https://www.timesjobs.com/job-detail/sr-project-construction-manager-aws-data-center-capacity-delivery-dccd-amazon-hyderabadsecunderabad-mumbai-6-10-years-jobid-w25KG1LebYBzpSvf+uAgZw==&source=srp,"Hyderabad/Secunderabad, Mumbai",6 - 10 Yrs,Not disclosed,"Project Management, Construction Management, Electrical Engineering, Safety Compliance, Capacity Planning","AWS, Networking"
Associate Application Developer IBM Tech & Red Hat - 2027,IBM,https://www.timesjobs.com/job-detail/associate-application-developer-ibm-tech-red-hat-2027-ibm-united-states-of-america-usa-0-1-years-jobid-ZKmFtiDZ9YVzpSvf+uAgZw==&source=srp,United States of America (USA),0 - 1 Yrs,Not disclosed,"Application Development, Programming Languages, Cloud Technologies, Data Analysis, Software Engineering","Python, Java, JavaScript, Docker, Kubernetes, Linux, SQL, Git"
Intern Data Engineer - Data Services - 2027,IBM,https://www.timesjobs.com/job-detail/intern-data-engineer-data-services-2027-ibm-other-citys-in-new-york-0-1-years-jobid-WOsuvkyzCxlzpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Data Engineering, Artificial Intelligence, Cloud Technologies, Programming Concepts, Data Analysis","Python, Java, SQL, Machine Learning, Data Science, Generative AI, Data Engineering, ETL, Data Structures"
ANALYST L3,Wipro,https://www.timesjobs.com/job-detail/analyst-l3-wipro-bengaluru-3-5-years-jobid-o2qOsz7oUUpzpSvf+uAgZw==&source=srp,Bengaluru,3 - 5 Yrs,Not disclosed,"Silicon Validation, Digital Transformation, Engineering Solutions, Consulting Capabilities, Operations Management",
DESIGN ENGINEER,Divya Placement Consultant,https://www.timesjobs.com/job-detail/design-engineer-divya-placement-consultant-faridabad-2-5-years-jobid-wqHZeYiOGElzpSvf+uAgZw==&source=srp,Faridabad,2 - 5 Yrs,Not disclosed,"Design Engineering, SolidWorks Proficiency, D Modeling, Customer Communication, Team Supervision",
"Software Dev Engineer-II, Infra Supply Chain Automation",Amazon,https://www.timesjobs.com/job-detail/software-dev-engineer-ii-infra-supply-chain-automation-amazon-bengaluru-3-7-years-jobid-__SLASH__FztdQuMPfxzpSvf+uAgZw==&source=srp,Bengaluru,3 - 7 Yrs,Not disclosed,"Software Development, System Design, Code Quality, Mentoring Engineers, Problem Solving","AWS, Serverless, NoSQL, Microservices, Networking, Design Patterns, Algorithms, System Design"
Career Opportunities: Senior Director & Delivery Lead (49895),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-director-delivery-lead-49895-incedo-mexico-5-10-years-jobid-YoPbPyVPsxNzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science, Digital Transformation, Engineering Capabilities, Domain Expertise, Technology Services",Data Science
Career Opportunities: Strategy & Practice Manager (50290),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-strategy-practice-manager-50290-incedo-mexico-5-8-years-jobid-9tO+NwTruUVzpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science, Digital Transformation, Engineering Capabilities, Technology Services, Domain Expertise",Data Science
Career Opportunities: Assistant Manager (50260),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-assistant-manager-50260-incedo-mexico-5-8-years-jobid-WD8Iz9VgCjxzpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science, Digital Transformation, Engineering Expertise, Domain Knowledge, Technology Services",Data Science
Career Opportunities: Assistant Manager (50086),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-assistant-manager-50086-incedo-mexico-5-10-years-jobid-OtE9POmxevxzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Digital Transformation, Data Science, Technology Services, Engineering Expertise, Business Impact",Data Science
Career Opportunities: Senior Manager (50030),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-manager-50030-incedo-mexico-5-10-years-jobid-00+4hT5__SLASH__RRBzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science, Digital Transformation, Technology Services, Engineering Capabilities, Domain Understanding",Data Science
Career Opportunities: Data Engineer (50195),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-data-engineer-50195-incedo-mexico-3-5-years-jobid-zlGFwqA4YKpzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Data Science, Digital Transformation, Technology Services, Domain Understanding, Engineering Capabilities",Data Science
"Technical Program Manager III, Fiber Capacity And Delivery, Cloud Networking",Google,https://www.timesjobs.com/job-detail/technical-program-manager-iii-fiber-capacity-and-delivery-cloud-networking-google-other-citys-in-new-york-5-8-years-jobid-NeHRkARNquVzpSvf+uAgZw==&source=srp,Other City(s) in New York,5 - 8 Yrs,Not disclosed,"Program Management, Fiber Infrastructure, Optical Transmission, Network Engineering, Risk Assessment","Google Cloud, Networking"
"Head Of Research And Development Engineering, Debug",Google,https://www.timesjobs.com/job-detail/head-of-research-and-development-engineering-debug-google-singapore-1-4-years-jobid-3WNCfsIc6+FzpSvf+uAgZw==&source=srp,Singapore,1 - 4 Yrs,Not disclosed,"Mechanical Engineering, Team Leadership, Automation Systems, CAD Modeling, Hardware Development",R
Data Center Services Electrical Engineer,Google,https://www.timesjobs.com/job-detail/data-center-services-electrical-engineer-google-france-3-6-years-jobid-zAX4rEnCXS9zpSvf+uAgZw==&source=srp,France,3 - 6 Yrs,Not disclosed,"Electrical Engineering, Project Management, Problem Solving, Facility Systems, Technical Leadership",
Career Opportunities: Lead Data Scientist (50573),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-lead-data-scientist-50573-incedo-mexico-3-5-years-jobid-+YWq5d+VK3tzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Digital Transformation, Data Science, Technology Services, Engineering Capabilities, Business Impact",Data Science
Career Opportunities: Associate Director (47289),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-director-47289-incedo-mexico-3-5-years-jobid-OvAo6040Ib5zpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Digital Transformation, Data Science, Technology Services, Engineering Capabilities, Business Impact",Data Science
Career Opportunities: Intern (50370),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-intern-50370-incedo-mexico-5-7-years-jobid-ZIHjTIDu6GNzpSvf+uAgZw==&source=srp,Mexico,5 - 7 Yrs,Not disclosed,"Data Science, Digital Transformation, Technology Services, Engineering Expertise, Domain Understanding",Data Science
Platform Engineer III,HCL Technologies,https://www.timesjobs.com/job-detail/platform-engineer-iii-hcl-technologies-remote-6-9-years-jobid-e03g1osOaZ1zpSvf+uAgZw==&source=srp,Remote,6 - 9 Yrs,Not disclosed,"Data Engineering, Machine Learning, Python Programming, Cloud Platforms, Team Leadership","Python, Java, Scala, AWS, Azure, GCP, Docker, Kubernetes, SQL, Machine Learning, TensorFlow, PyTorch, Data Science, LLM, Generative AI, Data Engineering, ETL, Airflow"
PRODUCT ENGINEER L1,Wipro,https://www.timesjobs.com/job-detail/product-engineer-l1-wipro-bengaluru-1-3-years-jobid-K5sZyns10g9zpSvf+uAgZw==&source=srp,Bengaluru,1 - 3 Yrs,Not disclosed,"Product Development, Cloud Technologies, Strategic Execution, Communication Skills, Innovation Engineering",
Career Opportunities: Senior Manager (49341),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-manager-49341-incedo-mexico-3-7-years-jobid-OUOczqZeEqVzpSvf+uAgZw==&source=srp,Mexico,3 - 7 Yrs,Not disclosed,"Digital Transformation, Data Science, Engineering Capabilities, Business Strategy, Domain Expertise",Data Science
"Network Implementation Engineer, AutoCAD Drafter",Google,https://www.timesjobs.com/job-detail/network-implementation-engineer-autocad-drafter-google-singapore-3-4-years-jobid-IpPdS08h74RzpSvf+uAgZw==&source=srp,Singapore,3 - 4 Yrs,Not disclosed,"Network Protocols, Troubleshooting Expertise, AutoCAD Proficiency, Project Management, Electrical Engineering",Networking
FUNCTIONAL CONSULTANT L2,Wipro,https://www.timesjobs.com/job-detail/functional-consultant-l2-wipro-pune-8-10-years-jobid-3qfcSicIpQFzpSvf+uAgZw==&source=srp,Pune,8 - 10 Yrs,Not disclosed,"SAP GTS, Digital Transformation, Consulting Expertise, Engineering Solutions, Innovative Solutions",
"Platform Customer Engineer, Google Cloud",Google,https://www.timesjobs.com/job-detail/platform-customer-engineer-google-cloud-google-mumbai-1-4-years-jobid-l5SnHQNnpUVzpSvf+uAgZw==&source=srp,Mumbai,1 - 4 Yrs,Not disclosed,"Cloud Engineering, Solutions Architecture, Customer Engagement, Technical Presentations, Problem Solving","Google Cloud, Networking, Encryption"
ENTERPRISE ARCHITECT L0,Wipro,https://www.timesjobs.com/job-detail/enterprise-architect-l0-wipro-chennai-8-10-years-jobid-UloD7MISmiJzpSvf+uAgZw==&source=srp,Chennai,8 - 10 Yrs,Not disclosed,"Enterprise Architecting, Digital Transformation, Consulting Capabilities, Engineering Solutions, Client Ambitions",
AWS Cloud Fullstack Developer,IBM,https://www.timesjobs.com/job-detail/aws-cloud-fullstack-developer-ibm-romania-5-8-years-jobid-OHBg81SzJLtzpSvf+uAgZw==&source=srp,Romania,5 - 8 Yrs,Not disclosed,"Cloud Engineering, Fullstack Maintenance, Incident Management, Security Compliance, Service Coordination","Python, Java, React, Express, Django, AWS, Docker, Kubernetes, Microservices"
FORWARD DEPLOYED ENGINEER L1,Wipro,https://www.timesjobs.com/job-detail/forward-deployed-engineer-l1-wipro-bengaluru-5-8-years-jobid-oLS8lt8IhrFzpSvf+uAgZw==&source=srp,Bengaluru,5 - 8 Yrs,Not disclosed,"GenAI Consulting, Digital Transformation, Engineering Solutions, Business Development, Client Engagement",
Execution- MEP- Mechanical,Larsen and Toubro Infotech Ltd,https://www.timesjobs.com/job-detail/execution-mep-mechanical-larsen-and-toubro-infotech-ltd-india-1-2-years-jobid-frewyqjisx9zpSvf+uAgZw==&source=srp,India,1 - 2 Yrs,Not disclosed,"Mechanical Engineering, Project Coordination, HVAC Systems, Equipment Erection, Quality Control",
Execution- Structural Steel,Larsen and Toubro Infotech Ltd,https://www.timesjobs.com/job-detail/execution-structural-steel-larsen-and-toubro-infotech-ltd-india-0-10-years-jobid-C88mT163p6dzpSvf+uAgZw==&source=srp,India,0 - 10 Yrs,Not disclosed,"Structural Engineering, Project Management, Quality Assurance, Safety Compliance, Fabrication Supervision",
QAQC- Civil,Larsen and Toubro Infotech Ltd,https://www.timesjobs.com/job-detail/qaqc-civil-larsen-and-toubro-infotech-ltd-india-3-1-years-jobid-x__SLASH__Y__SLASH__KtDfmjNzpSvf+uAgZw==&source=srp,India,3 - 1 Yrs,Not disclosed,"Quality Assurance, Quality Control, Civil Engineering, Inspection Procedures, Construction Standards",
Senior Engineering Manager - Confluent,IBM,https://www.timesjobs.com/job-detail/senior-engineering-manager-confluent-ibm-bengaluru-1-2-years-jobid-HCxLHx87aiZzpSvf+uAgZw==&source=srp,Bengaluru,1 - 2 Yrs,Not disclosed,"Distributed Systems Depth, Team Leadership, Software Engineering, Coaching & Feedback, Technical Execution","AWS, Azure, GCP, Kubernetes, Machine Learning, Generative AI, Kafka, Distributed Systems"
Back End Developer Intern 2027 - Poughkeepsie,IBM,https://www.timesjobs.com/job-detail/back-end-developer-intern-2027-poughkeepsie-ibm-other-citys-in-new-york-0-1-years-jobid-lCiutWLDoo9zpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Backend Development, API Integration, Software Engineering, Cloud Deployment, Agile Methodologies","Python, Java, JavaScript, Ruby, Perl, Assembly, Docker, Kubernetes, Jenkins, CI/CD, GitHub Actions, Shell Scripting, SQL, Operating Systems, Agile"
Performance Tester,Wipro,https://www.timesjobs.com/job-detail/performance-tester-wipro-canada-5-8-years-jobid-lxWVCtmTiuJzpSvf+uAgZw==&source=srp,Canada,5 - 8 Yrs,Not disclosed,"Performance Testing, JMeter Expertise, Dynatrace Tool, Root Cause Analysis, Performance Engineering",
Advanced Mechanical Manufacturing Engineer,Google,https://www.timesjobs.com/job-detail/advanced-mechanical-manufacturing-engineer-google-united-states-of-america-usa-5-7-years-jobid-GuNt4hWqGwZzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 7 Yrs,Not disclosed,"Process Development, Mechanical Engineering, Manufacturing Processes, Quality Control, Supply Chain Management","Go, Assembly, Google Cloud, Machine Learning"
Career Opportunities: Senior Manager (49341),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-manager-49341-incedo-mexico-5-10-years-jobid-Weyby31CNsFzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Skills, Domain Knowledge, Client Management",Data Science
Technical Consultant-AI Integration,IBM,https://www.timesjobs.com/job-detail/technical-consultant-ai-integration-ibm-chennai-6-8-years-jobid-p3G97Eej7PNzpSvf+uAgZw==&source=srp,Chennai,6 - 8 Yrs,Not disclosed,"AI design patterns, Python microservices, LLM development, Prompt engineering, Workflow automation","Python, PyTorch, Pandas, Hugging Face, LLM, Design Patterns"
TECHNICAL LEAD L1,Wipro,https://www.timesjobs.com/job-detail/technical-lead-l1-wipro-pune-5-8-years-jobid-TXUGxOUgXftzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Solution Design, Code Review, Root Cause Analysis, Application Implementation",Data Engineering
2027 SUMMER CORPORATE INTERN - AUTONOMY & INTELLIGENT SYSTEMS ENGINEERING,Caterpillar Inc,https://www.timesjobs.com/job-detail/2027-summer-corporate-intern-autonomy-intelligent-systems-engineering-caterpillar-inc-other-citys-in-illinois-pittsburgh-san-francisco-0-1-years-jobid-8dMbrqINkBxzpSvf+uAgZw==&source=srp,"Other City(s) in Illinois, Pittsburgh, San Francisco",0 - 1 Yrs,Not disclosed,"Machine Learning, Robotics Engineering, Software Development, Problem Solving, Communication Skills","MATLAB, Machine Learning, Deep Learning, Computer Vision, Networking"
"Staff Software Engineer, Site Reliability Engineering, AlphaNet SRE",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-site-reliability-engineering-alphanet-sre-google-ireland-8-11-years-jobid-__SLASH__Po35ABc2LZzpSvf+uAgZw==&source=srp,Ireland,8 - 11 Yrs,Not disclosed,"Software Development, Distributed Systems, Network Engineering, Project Leadership, System Optimization","Go, Google Cloud, Distributed Systems, Networking, Algorithms, System Design"
Sr Tower Lead (Tools & Automation),HCL Technologies,https://www.timesjobs.com/job-detail/sr-tower-lead-tools-automation-hcl-technologies-remote-5-7-years-jobid-Vl1AGrYq8S9zpSvf+uAgZw==&source=srp,Remote,5 - 7 Yrs,Not disclosed,"Network Engineering, Routing & Switching, Network Automation, Python & Ansible, Monitoring Tools","Python, Terraform, Ansible, CI/CD, Networking, Git"
Facility Engineer GIT,HCL Technologies,https://www.timesjobs.com/job-detail/facility-engineer-git-hcl-technologies-remote-3-5-years-jobid-k+cca__SLASH__deGaNzpSvf+uAgZw==&source=srp,Remote,3 - 5 Yrs,Not disclosed,"Middleware Engineering, IIS Management, RPA Implementation, Azure DevOps, IT Asset Management",Azure
"Senior Staff Software Engineer, Data Engineering, Cloud AI",Google,https://www.timesjobs.com/job-detail/senior-staff-software-engineer-data-engineering-cloud-ai-google-united-states-of-america-usa-8-11-years-jobid-4B3zgNc+ABZzpSvf+uAgZw==&source=srp,United States of America (USA),8 - 11 Yrs,Not disclosed,"Data Engineering, Software Architecture, Pipeline Development, Team Leadership, Cloud AI Solutions","Python, Java, Go, Google Cloud, Data Science, Data Engineering, Networking, Data Structures, Algorithms, System Design"
Data Engineer-Data Platforms-SnowFlake,IBM,https://www.timesjobs.com/job-detail/data-engineer-data-platforms-snowflake-ibm-hyderabadsecunderabad-pune-6-7-years-jobid-0r2J21tyQ+RzpSvf+uAgZw==&source=srp,"Hyderabad/Secunderabad, Pune",6 - 7 Yrs,Not disclosed,"Snowflake Expertise, Data Engineering, Cloud Computing, Implementation Experience, Technical Solutions Delivery",Data Engineering
"Director, Product Engineering Practice Specialist (Semiconductor)",Wipro,https://www.timesjobs.com/job-detail/director-product-engineering-practice-specialist-semiconductor-wipro-san-francisco-15-18-years-jobid-u1H9dpZ7G7VzpSvf+uAgZw==&source=srp,San Francisco,15 - 18 Yrs,Not disclosed,"Semiconductor Engineering, ASIC/SoC Design, Solution Architecture, Embedded Systems, Technical Advisory","R, Linux, Networking, Embedded Systems"
Career Opportunities: Senior Data Scientist 1 (50632),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-data-scientist-1-50632-incedo-mexico-5-10-years-jobid-QUfYw+2d26xzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Digital Transformation, Data Science, Engineering Expertise, Business Technology Alignment, Client Management",Data Science
Career Opportunities: Full Stack Developer (50594),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-full-stack-developer-50594-incedo-mexico-5-10-years-jobid-mlvBMwczSbVzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Skills, Technology Integration, Domain Knowledge",Data Science
Career Opportunities: Senior Engineer (50512),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-engineer-50512-incedo-mexico-3-5-years-jobid-Z0pDY26SnlpzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Technology Services, Engineering Skills, Client Consultation",Data Science
Career Opportunities: Business System Analyst (50434),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-business-system-analyst-50434-incedo-mexico-5-10-years-jobid-GXxN__SLASH__4gYVxJzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Capabilities, Business Impact, Client Collaboration",Data Science
Career Opportunities: Intern (50392),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-intern-50392-incedo-mexico-5-8-years-jobid-19ucrP3sfO5zpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Capabilities, Domain Knowledge, Technology Services",Data Science
Career Opportunities: Director. (50239),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-director-50239-incedo-mexico-5-8-years-jobid-1Vz0mVfk37pzpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Skills, Technology Services, Domain Knowledge",Data Science
DataBricks - Data Engineering,Wipro,https://www.timesjobs.com/job-detail/databricks-data-engineering-wipro-pune-5-8-years-jobid-EuaCjWT1FfNzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Coding Review, Requirements Gathering, Solution Design, Root Cause Analysis",Data Engineering
DataBricks - Data Engineering,Wipro,https://www.timesjobs.com/job-detail/databricks-data-engineering-wipro-pune-5-8-years-jobid-wsv0kUEHP21zpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Root Cause Analysis, Solution Design, Coding Standards, Requirement Gathering",Data Engineering
"Group Product Manager, AI Infra Hardware",Google,https://www.timesjobs.com/job-detail/group-product-manager-ai-infra-hardware-google-seattle-10-13-years-jobid-SZtqrLgrRyZzpSvf+uAgZw==&source=srp,Seattle,10 - 13 Yrs,Not disclosed,"Product Management, Hardware Engineering, Infrastructure Systems, Technical Partnerships, Cross Functional Collaboration","Google Cloud, Operating Systems, Networking"
Data Architect,CGI Group,https://www.timesjobs.com/job-detail/data-architect-cgi-group-bengaluru-1-4-years-jobid-aOC1ooQLr6dzpSvf+uAgZw==&source=srp,Bengaluru,1 - 4 Yrs,Not disclosed,"Solution Architecture, Data Engineering, Stakeholder Management, Data Architecture, Business Value Solutions",Data Engineering
Career Opportunities: Deputy Manager (49729),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-deputy-manager-49729-incedo-mexico-3-7-years-jobid-Jk8CGcT3DLhzpSvf+uAgZw==&source=srp,Mexico,3 - 7 Yrs,Not disclosed,"Digital Transformation, Data Science Techniques, Engineering Expertise, Domain Understanding, Consulting Services",Data Science
Career Opportunities: Consultant (50287),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-consultant-50287-incedo-mexico-5-10-years-jobid-Xjnk70S58G1zpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Engineering Skills, Digital Transformation, Client Management, Technology Integration",Data Science
Career Opportunities: Technical Architect (50237),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-technical-architect-50237-incedo-mexico-5-10-years-jobid-JdONufLbDytzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Technology Services, Engineering Skills, Domain Understanding",Data Science
Career Opportunities: Strategy & Practice Manager (50290),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-strategy-practice-manager-50290-incedo-mexico-3-5-years-jobid-FYZiA1TXjotzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Data Science Expertise, Engineering Skills, Digital Transformation, Domain Knowledge, Consulting Abilities",Data Science
TECHNO FUNCTIONAL CONSULTANT L1,Wipro,https://www.timesjobs.com/job-detail/techno-functional-consultant-l1-wipro-hyderabadsecunderabad-5-8-years-jobid-My34ifmPzYJzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Snowflake Data Engineering, Requirement Gathering, Configuration Customisation, Troubleshooting Optimisation, Documentation Preparation",Data Engineering
Data Engineer-Data Platforms-SnowFlake,IBM,https://www.timesjobs.com/job-detail/data-engineer-data-platforms-snowflake-ibm-hyderabadsecunderabad-6-8-years-jobid-YSrifiehSSZzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,6 - 8 Yrs,Not disclosed,"Snowflake Platform, Data Engineering, Cloud Computing, Implementation Expertise, Technical Solution Delivery",Data Engineering
Track Lead - Wireless Networking,HCL Technologies,https://www.timesjobs.com/job-detail/track-lead-wireless-networking-hcl-technologies-remote-8-11-years-jobid-dQRwZoF3aL1zpSvf+uAgZw==&source=srp,Remote,8 - 11 Yrs,Not disclosed,"Network Engineering, High end Switches, Protocol Knowledge, WLAN Technologies, Troubleshooting Tools",
TECHNICAL LEAD L1,Wipro,https://www.timesjobs.com/job-detail/technical-lead-l1-wipro-pune-5-8-years-jobid-P3mTJyooMQpzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Solution Design, Root Cause Analysis, Coding Review, Stakeholder Collaboration",Data Engineering
DEVELOPER L4,Wipro,https://www.timesjobs.com/job-detail/developer-l4-wipro-other-citys-in-new-york-5-8-years-jobid-nLzQKhb6I0VzpSvf+uAgZw==&source=srp,Other City(s) in New York,5 - 8 Yrs,Not disclosed,"SQL Databricks, Charles River API, Investment Management, Excellent Communication, Software Engineering","React, GraphQL, SQL"
DEVELOPER L3,Wipro,https://www.timesjobs.com/job-detail/developer-l3-wipro-pune-3-5-years-jobid-MJ0OuLfpmMFzpSvf+uAgZw==&source=srp,Pune,3 - 5 Yrs,Not disclosed,"AI Native Development, Digital Transformation, Software Engineering, Systems Integration, Innovation Strategy",
TECHNICAL LEAD L1,Wipro,https://www.timesjobs.com/job-detail/technical-lead-l1-wipro-pune-5-8-years-jobid-Qre6+UERsaFzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Application Solutions, Code Review, Root Cause Analysis, Solution Design",Data Engineering
"Senior Administrator - AWS Security, Cloud Security",HCL Technologies,https://www.timesjobs.com/job-detail/senior-administrator-aws-security-cloud-security-hcl-technologies-remote-2-5-years-jobid-B4D8cQVLq8NzpSvf+uAgZw==&source=srp,Remote,2 - 5 Yrs,Not disclosed,"Zscaler Support Engineer, Incident Management, Security Policies, Troubleshooting Connectivity, Configuration Changes",Azure
DATA ANALYST L4,Wipro,https://www.timesjobs.com/job-detail/data-analyst-l4-wipro-bengaluru-5-8-years-jobid-AuHTMvv4YppzpSvf+uAgZw==&source=srp,Bengaluru,5 - 8 Yrs,Not disclosed,"Data Analysis, Reporting Tools, Data Visualization, Predictive Modeling, GCP Data Engineering","GCP, Data Engineering"
Future Leaders Event R&D Devices - Internship (m/f/d),Procter Gamble,https://www.timesjobs.com/job-detail/future-leaders-event-rd-devices-internship-mfd-procter-gamble-germany-belgium-0-1-years-jobid-9c8lJR__SLASH__4iDdzpSvf+uAgZw==&source=srp,"Germany, Belgium",0 - 1 Yrs,Not disclosed,"Technical Project Management, Software Development, Electronic Design, Data Science, Mechanical Engineering","R, Data Science"
Career Opportunities: Lead Data Scientist (50573),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-lead-data-scientist-50573-incedo-mexico-3-5-years-jobid-chrzy6VtNeZzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Skills, Client Consulting, Team Collaboration",Data Science
Senior Technical Specialist,HCL Technologies,https://www.timesjobs.com/job-detail/senior-technical-specialist-hcl-technologies-remote-5-8-years-jobid-csWkB1jhqvdzpSvf+uAgZw==&source=srp,Remote,5 - 8 Yrs,Not disclosed,"Vertex AI Expertise, MLOps Management, Python Programming, Data Engineering, Containerization Knowledge","Python, GCP, Docker, Kubernetes, Terraform, CI/CD, GitHub Actions, TensorFlow, PyTorch, Scikit-learn, Data Engineering, Networking, Encryption"
TECHNICAL LEAD L1,Wipro,https://www.timesjobs.com/job-detail/technical-lead-l1-wipro-pune-5-8-years-jobid-u4a16gifEStzpSvf+uAgZw==&source=srp,Pune,5 - 8 Yrs,Not disclosed,"Data Engineering, Solution Design, Code Review, Root Cause Analysis, Application Deployment",Data Engineering
Career Opportunities: Engineer (50541),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-engineer-50541-incedo-mexico-8-11-years-jobid-2h2BBo__SLASH__BcCtzpSvf+uAgZw==&source=srp,Mexico,8 - 11 Yrs,Not disclosed,"Software Engineering, OpenText Capture, C#, NET Development, Document Management, Cloud Architecture","React, AWS, Azure, CI/CD, Data Science"
Career Opportunities: Associate Director - Office Of The CEO (50441),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-director-office-of-the-ceo-50441-incedo-mexico-5-10-years-jobid-psvpgcYHKqpzpSvf+uAgZw==&source=srp,Mexico,5 - 10 Yrs,Not disclosed,"Data Science Expertise, Digital Transformation, Engineering Principles, Domain Understanding, Consulting Services",Data Science
Career Opportunities: Associate Director (50353),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-director-50353-incedo-mexico-3-5-years-jobid-Zp0p9ckUz7ZzpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Digital transformation, Data science expertise, Engineering capabilities, Domain understanding, Technology services",Data Science
DATA ANALYST L4,Wipro,https://www.timesjobs.com/job-detail/data-analyst-l4-wipro-hyderabadsecunderabad-5-8-years-jobid-CCUe7WPeLtBzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Data Analysis, GCP Data Engineering, Data Visualization, Reporting Tools, Performance Metrics","GCP, Data Engineering"
